Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
15409.0,19,1,131.25,4,1,1,411,Regular
15413.0,23,3,4513.42,3,2,4,324,Regular
15420.0,24,2,229.62,3,1,2,312,Regular
15421.0,30,1,241.05,2,1,2,212,At Risk
15428.0,20,1,184.44,4,1,1,411,Regular
15441.0,28,1,301.57,2,1,2,212,At Risk
15446.0,25,1,123.43,3,1,1,311,Regular
15456.0,18,2,476.05,4,1,3,413,Regular
15465.0,28,1,436.8,2,1,3,213,At Risk
15466.0,35,1,744.21,1,1,4,114,At Risk
15479.0,31,1,147.4,2,1,1,211,At Risk
15482.0,35,2,325.08000000000004,1,1,2,112,At Risk
15484.0,32,1,689.5,2,1,4,214,At Risk
15485.0,36,2,901.84,1,1,4,114,At Risk
15494.0,27,1,917.76,3,1,4,314,Regular
15497.0,19,1,272.0,4,1,2,412,Regular
15498.0,21,1,3416.7200000000003,4,1,4,414,Regular
15499.0,22,1,161.6,3,1,1,311,Regular
15503.0,25,1,120.06,3,1,1,311,Regular
15514.0,15,3,1469.69,4,2,4,424,Regular
15518.0,18,1,243.65,4,1,2,412,Regular
15521.0,2,1,531.72,4,1,3,413,Regular
15523.0,28,3,1173.53,2,2,4,224,At Risk
15527.0,22,1,297.86,3,1,2,312,Regular
15534.0,24,1,162.25,3,1,1,311,Regular
15542.0,36,2,540.73,1,1,3,113,At Risk
15547.0,32,1,671.56,2,1,3,213,At Risk
15550.0,24,2,386.15,3,1,3,313,Regular
15555.0,32,1,950.69,2,1,4,214,At Risk
15562.0,24,1,360.51000000000005,3,1,3,313,Regular
15566.0,23,1,138.22,3,1,1,311,Regular
15571.0,32,1,118.25999999999999,2,1,1,211,At Risk
15573.0,28,1,278.08,2,1,2,212,At Risk
15577.0,22,2,139.1,3,1,1,311,Regular
15581.0,3,10,802.13,4,2,4,424,Regular
15601.0,21,3,1490.47,4,2,4,424,Regular
15602.0,36,1,261.3,1,1,2,112,At Risk
15615.0,22,3,1236.5,3,2,4,324,Regular
15623.0,28,1,307.2,2,1,2,212,At Risk
15628.0,25,1,286.28000000000003,3,1,2,312,Regular
15633.0,29,1,191.89000000000001,2,1,1,211,At Risk
15637.0,22,1,288.88,3,1,2,312,Regular
15640.0,23,1,1456.2,3,1,4,314,Regular
15641.0,22,2,1089.6100000000001,3,1,4,314,Regular
15642.0,28,1,105.78000000000002,2,1,1,211,At Risk
15658.0,35,1,321.65,1,1,2,112,At Risk
15662.0,37,1,105.85,1,1,1,111,At Risk
15672.0,23,1,45.300000000000004,3,1,1,311,Regular
15674.0,29,1,462.46,2,1,3,213,At Risk
15680.0,36,1,311.5,1,1,2,112,At Risk
15684.0,33,1,109.4,1,1,1,111,At Risk
15691.0,31,1,161.8,2,1,1,211,At Risk
15694.0,30,1,357.87,2,1,3,213,At Risk
15712.0,1,2,891.35,4,1,4,414,Regular
15713.0,22,1,243.86,3,1,2,312,Regular
15716.0,31,1,214.17000000000002,2,1,2,212,At Risk
15719.0,28,2,674.17,2,1,3,213,At Risk
15738.0,27,1,282.03000000000003,3,1,2,312,Regular
15750.0,21,2,500.19,4,1,3,413,Regular
15751.0,25,4,573.29,3,2,3,323,Regular
15755.0,34,1,308.75,1,1,2,112,At Risk
15759.0,36,1,125.73,1,1,1,111,At Risk
15768.0,2,6,2891.14,4,2,4,424,Regular
15769.0,27,1,1980.0,3,1,4,314,Regular
15785.0,22,1,322.92,3,1,2,312,Regular
15793.0,37,1,291.58000000000004,1,1,2,112,At Risk
15794.0,35,2,777.0,1,1,4,114,At Risk
15805.0,28,1,658.5,2,1,3,213,At Risk
15808.0,23,2,1918.0700000000002,3,1,4,314,Regular
15812.0,23,1,290.72,3,1,2,312,Regular
15822.0,31,1,474.32,2,1,3,213,At Risk
15823.0,27,2,3867.17,3,1,4,314,Regular
15833.0,36,1,80.4,1,1,1,111,At Risk
15838.0,23,1,495.0,3,1,3,313,Regular
15841.0,18,2,603.75,4,1,3,413,Regular
15850.0,25,1,106.65,3,1,1,311,Regular
15854.0,28,1,592.2,2,1,3,213,At Risk
15856.0,15,4,3374.59,4,2,4,424,Regular
15858.0,20,2,256.89,4,1,2,412,Regular
15860.0,25,2,295.6,3,1,2,312,Regular
15862.0,21,3,582.72,4,2,3,423,Regular
15863.0,21,1,140.9,4,1,1,411,Regular
15865.0,2,1,714.05,4,1,4,414,Regular
15867.0,2,2,744.75,4,1,4,414,Regular
15878.0,32,1,212.13,2,1,2,212,At Risk
15879.0,20,1,133.34,4,1,1,411,Regular
15882.0,27,1,181.63,3,1,1,311,Regular
15884.0,34,1,241.8,1,1,2,112,At Risk
15889.0,21,2,376.77,4,1,3,413,Regular
15898.0,26,1,406.12,3,1,3,313,Regular
15911.0,16,3,846.0500000000001,4,2,4,424,Regular
15912.0,28,3,435.79,2,2,3,223,At Risk
15916.0,27,1,404.82,3,1,3,313,Regular
15917.0,20,3,315.33,4,2,2,422,Regular
15920.0,24,2,121.59,3,1,1,311,Regular
15924.0,29,1,102.82,2,1,1,211,At Risk
15944.0,25,1,588.4,3,1,3,313,Regular
15945.0,37,1,124.83000000000001,1,1,1,111,At Risk
15953.0,35,1,372.2,1,1,3,113,At Risk
15956.0,25,1,326.4,3,1,2,312,Regular
15965.0,35,1,169.5,1,1,1,111,At Risk
15967.0,37,1,156.71,1,1,1,111,At Risk
15971.0,22,2,446.28,3,1,3,313,Regular
15983.0,25,3,1199.59,3,2,4,324,Regular
15984.0,22,3,1384.1299999999999,3,2,4,324,Regular
15989.0,35,1,143.11,1,1,1,111,At Risk
15998.0,27,2,1063.24,3,1,4,314,Regular
15999.0,34,1,20.4,1,1,1,111,At Risk
16003.0,34,1,387.87,1,1,3,113,At Risk
16011.0,18,3,556.73,4,2,3,423,Regular
16013.0,30,2,1241.0,2,1,4,214,At Risk
16017.0,2,1,585.85,4,1,3,413,Regular
16018.0,31,1,195.78,2,1,1,211,At Risk
16019.0,21,2,989.8299999999999,4,1,4,414,Regular
16029.0,2,6,6303.84,4,2,4,424,Regular
16064.0,23,1,111.0,3,1,1,311,Regular
16086.0,36,1,284.55,1,1,2,112,At Risk
16098.0,23,1,154.69,3,1,1,311,Regular
16104.0,25,3,1174.89,3,2,4,324,Regular
16119.0,22,1,183.4,3,1,1,311,Regular
16124.0,31,1,463.0,2,1,3,213,At Risk
16125.0,23,1,689.71,3,1,4,314,Regular
16126.0,36,1,174.1,1,1,1,111,At Risk
16127.0,25,1,145.06,3,1,1,311,Regular
16131.0,36,1,1317.97,1,1,4,114,At Risk
16139.0,21,2,475.74,4,1,3,413,Regular
16143.0,28,1,300.35,2,1,2,212,At Risk
16150.0,20,1,348.2,4,1,3,413,Regular
16156.0,27,2,402.1,3,1,3,313,Regular
16158.0,23,2,204.52,3,1,1,311,Regular
16159.0,35,1,317.55,1,1,2,112,At Risk
16163.0,30,2,838.28,2,1,4,214,At Risk
16167.0,37,1,485.79,1,1,3,113,At Risk
16168.0,28,2,369.0,2,1,3,213,At Risk
16186.0,28,1,389.34000000000003,2,1,3,213,At Risk
16190.0,24,1,196.92000000000002,3,1,1,311,Regular
16191.0,27,1,348.6,3,1,3,313,Regular
16192.0,34,1,351.3,1,1,3,113,At Risk
16195.0,22,1,323.25,3,1,2,312,Regular
16197.0,22,1,117.30000000000001,3,1,1,311,Regular
16200.0,20,3,1993.85,4,2,4,424,Regular
16202.0,23,2,592.17,3,1,3,313,Regular
16204.0,29,1,213.27,2,1,2,212,At Risk
16210.0,20,5,1914.7,4,2,4,424,Regular
16222.0,20,1,498.5,4,1,3,413,Regular
16233.0,36,1,294.3,1,1,2,112,At Risk
16253.0,29,1,379.13,2,1,3,213,At Risk
16277.0,32,1,188.69,2,1,1,211,At Risk
16280.0,23,1,238.05,3,1,2,312,Regular
16282.0,17,1,270.0,4,1,2,412,Regular
16293.0,27,1,325.64,3,1,2,312,Regular
16296.0,20,1,376.0,4,1,3,413,Regular
16301.0,35,1,107.33,1,1,1,111,At Risk
16308.0,22,1,960.0,3,1,4,314,Regular
16321.0,37,1,196.10000000000002,1,1,1,111,At Risk
16325.0,24,2,345.54,3,1,2,312,Regular
16327.0,24,1,698.61,3,1,4,314,Regular
16329.0,37,1,282.46000000000004,1,1,2,112,At Risk
16335.0,25,2,800.84,3,1,4,314,Regular
16351.0,20,2,361.2,4,1,3,413,Regular
16353.0,22,3,717.9,3,2,4,324,Regular
16365.0,27,1,198.76999999999998,3,1,1,311,Regular
16366.0,22,1,243.65,3,1,2,312,Regular
16393.0,37,1,367.40999999999997,1,1,3,113,At Risk
16395.0,28,2,244.66,2,1,2,212,At Risk
16400.0,30,1,564.38,2,1,3,213,At Risk
16409.0,24,1,526.46,3,1,3,313,Regular
16410.0,33,1,130.32,1,1,1,111,At Risk
16436.0,30,2,192.45,2,1,1,211,At Risk
16439.0,21,1,310.70000000000005,4,1,2,412,Regular
16442.0,25,1,155.06,3,1,1,311,Regular
16451.0,33,1,307.65000000000003,1,1,2,112,At Risk
16459.0,28,1,71.78999999999999,2,1,1,211,At Risk
16467.0,1,2,1771.6999999999998,4,1,4,414,Regular
16470.0,27,1,199.68,3,1,1,311,Regular
16485.0,32,1,619.24,2,1,3,213,At Risk
16497.0,35,1,294.85,1,1,2,112,At Risk
16525.0,16,4,1654.39,4,2,4,424,Regular
16541.0,34,1,424.03,1,1,3,113,At Risk
16550.0,3,3,1300.97,4,2,4,424,Regular
16551.0,24,1,292.98,3,1,2,312,Regular
16554.0,23,1,415.49,3,1,3,313,Regular
16556.0,20,2,615.63,4,1,3,413,Regular
16558.0,34,1,297.05,1,1,2,112,At Risk
16560.0,21,2,898.7900000000001,4,1,4,414,Regular
16563.0,36,1,538.46,1,1,3,113,At Risk
16569.0,21,1,422.15,4,1,3,413,Regular
16592.0,19,1,312.6,4,1,2,412,Regular
16593.0,18,2,278.73,4,1,2,412,Regular
16596.0,28,1,95.55,2,1,1,211,At Risk
16600.0,20,1,310.01,4,1,2,412,Regular
16605.0,22,1,60.48,3,1,1,311,Regular
16612.0,34,1,510.87,1,1,3,113,At Risk
16620.0,37,1,822.37,1,1,4,114,At Risk
16645.0,34,1,160.39,1,1,1,111,At Risk
16656.0,34,1,373.74,1,1,3,113,At Risk
16661.0,20,1,282.3,4,1,2,412,Regular
16663.0,28,1,165.0,2,1,1,211,At Risk
16670.0,27,1,683.91,3,1,4,314,Regular
16684.0,23,3,2886.32,3,2,4,324,Regular
16686.0,31,2,167.14,2,1,1,211,At Risk
16694.0,21,1,98.30000000000001,4,1,1,411,Regular
16699.0,34,1,137.4,1,1,1,111,At Risk
16700.0,36,2,418.7,1,1,3,113,At Risk
16701.0,21,2,722.08,4,1,4,414,Regular
16702.0,30,1,221.52,2,1,2,212,At Risk
16705.0,29,1,3249.32,2,1,4,214,At Risk
16709.0,29,1,1273.5,2,1,4,214,At Risk
16710.0,25,3,1038.64,3,2,4,324,Regular
16711.0,24,2,665.64,3,1,3,313,Regular
16713.0,17,3,936.47,4,2,4,424,Regular
16717.0,30,1,386.39,2,1,3,213,At Risk
16718.0,32,1,647.82,2,1,3,213,At Risk
16719.0,25,1,344.65,3,1,2,312,Regular
16720.0,20,1,173.22,4,1,1,411,Regular
16722.0,34,1,339.78,1,1,2,112,At Risk
16723.0,34,1,460.55,1,1,3,113,At Risk
16725.0,24,1,213.88,3,1,2,312,Regular
16732.0,30,1,792.84,2,1,4,214,At Risk
16735.0,30,1,338.34000000000003,2,1,2,212,At Risk
16736.0,22,3,1671.13,3,2,4,324,Regular
16742.0,21,1,220.07,4,1,2,412,Regular
16746.0,19,3,1051.12,4,2,4,424,Regular
16748.0,28,1,97.5,2,1,1,211,At Risk
16749.0,23,1,2343.72,3,1,4,314,Regular
16755.0,29,1,212.58,2,1,2,212,At Risk
16763.0,36,1,352.85,1,1,3,113,At Risk
16768.0,31,1,224.98,2,1,2,212,At Risk
16769.0,24,2,394.46000000000004,3,1,3,313,Regular
16771.0,29,1,203.3,2,1,1,211,At Risk
16772.0,20,1,896.8499999999999,4,1,4,414,Regular
16773.0,31,1,137.75,2,1,1,211,At Risk
16779.0,2,7,8797.19,4,2,4,424,Regular
16782.0,29,1,185.9,2,1,1,211,At Risk
16791.0,34,1,319.87,1,1,2,112,At Risk
16792.0,3,1,211.29,4,1,2,412,Regular
16797.0,36,1,176.88,1,1,1,111,At Risk
16798.0,27,1,208.9,3,1,2,312,Regular
16802.0,29,1,259.11,2,1,2,212,At Risk
16805.0,23,2,289.0,3,1,2,312,Regular
16823.0,36,1,189.29999999999998,1,1,1,111,At Risk
16830.0,25,1,300.42,3,1,2,312,Regular
16843.0,28,1,730.59,2,1,4,214,At Risk
16858.0,23,1,297.86,3,1,2,312,Regular
16875.0,2,1,644.58,4,1,3,413,Regular
16883.0,34,1,108.95,1,1,1,111,At Risk
16887.0,37,1,219.82,1,1,2,112,At Risk
16891.0,22,2,448.34000000000003,3,1,3,313,Regular
16892.0,30,1,97.55,2,1,1,211,At Risk
16901.0,27,1,204.26,3,1,1,311,Regular
16905.0,27,1,230.0,3,1,2,312,Regular
16908.0,21,1,252.59,4,1,2,412,Regular
16912.0,29,1,383.8,2,1,3,213,At Risk
16918.0,35,1,221.69,1,1,2,112,At Risk
16933.0,28,1,580.79,2,1,3,213,At Risk
16940.0,30,1,656.85,2,1,3,213,At Risk
16945.0,21,2,610.01,4,1,3,413,Regular
16952.0,27,1,252.04,3,1,2,312,Regular
16964.0,32,2,207.85,2,1,2,212,At Risk
16985.0,23,2,961.55,3,1,4,314,Regular
16987.0,21,2,290.91,4,1,2,412,Regular
17012.0,23,1,384.16,3,1,3,313,Regular
17017.0,35,1,277.5,1,1,2,112,At Risk
17018.0,33,1,351.6,1,1,3,113,At Risk
17019.0,36,1,216.86,1,1,2,112,At Risk
17027.0,28,1,139.85000000000002,2,1,1,211,At Risk
17028.0,20,1,307.91,4,1,2,412,Regular
17032.0,27,1,844.45,3,1,4,314,Regular
17035.0,35,1,54.599999999999994,1,1,1,111,At Risk
17043.0,28,1,380.36,2,1,3,213,At Risk
17044.0,31,1,990.48,2,1,4,214,At Risk
17047.0,30,1,322.65,2,1,2,212,At Risk
17056.0,37,1,128.60000000000002,1,1,1,111,At Risk
17063.0,37,1,278.61,1,1,2,112,At Risk
17066.0,25,1,228.34,3,1,2,312,Regular
17067.0,23,3,454.54,3,2,3,323,Regular
17069.0,35,1,500.55,1,1,3,113,At Risk
17075.0,24,1,187.70000000000002,3,1,1,311,Regular
17076.0,34,1,67.67999999999999,1,1,1,111,At Risk
17082.0,23,2,908.2,3,1,4,314,Regular
17085.0,18,3,536.84,4,2,3,423,Regular
17087.0,36,1,221.53,1,1,2,112,At Risk
17091.0,21,1,276.5,4,1,2,412,Regular
17095.0,23,1,301.9,3,1,2,312,Regular
17103.0,21,1,424.3,4,1,3,413,Regular
17115.0,33,1,434.15,1,1,3,113,At Risk
17127.0,33,1,137.95,1,1,1,111,At Risk
17150.0,21,2,315.65,4,1,2,412,Regular
17151.0,33,1,231.90000000000003,1,1,2,112,At Risk
17155.0,30,2,272.36,2,1,2,212,At Risk
17157.0,21,5,1661.04,4,2,4,424,Regular
17160.0,34,1,825.94,1,1,4,114,At Risk
17165.0,27,1,375.66,3,1,3,313,Regular
17172.0,25,1,336.82,3,1,2,312,Regular
17178.0,29,1,436.71,2,1,3,213,At Risk
17182.0,16,1,178.5,4,1,1,411,Regular
17184.0,29,1,50.55,2,1,1,211,At Risk
17188.0,29,1,328.02000000000004,2,1,2,212,At Risk
17189.0,22,2,444.67,3,1,3,313,Regular
17191.0,36,1,261.74,1,1,2,112,At Risk
17193.0,36,1,45.0,1,1,1,111,At Risk
17209.0,27,2,373.20000000000005,3,1,3,313,Regular
17211.0,18,2,729.5500000000001,4,1,4,414,Regular
17213.0,17,2,610.65,4,1,3,413,Regular
17230.0,21,3,3540.95,4,2,4,424,Regular
17231.0,18,2,539.89,4,1,3,413,Regular
17233.0,23,1,179.36,3,1,1,311,Regular
17238.0,27,3,559.9,3,2,3,323,Regular
17243.0,18,9,4128.44,4,2,4,424,Regular
17244.0,32,1,260.65,2,1,2,212,At Risk
17246.0,36,1,23.48,1,1,1,111,At Risk
17251.0,23,1,306.40000000000003,3,1,2,312,Regular
17262.0,23,1,169.5,3,1,1,311,Regular
17268.0,30,1,155.7,2,1,1,211,At Risk
17270.0,30,1,389.62,2,1,3,213,At Risk
17271.0,35,1,210.39,1,1,2,112,At Risk
17287.0,25,4,484.11,3,2,3,323,Regular
17290.0,25,1,56.45,3,1,1,311,Regular
17293.0,27,2,405.04,3,1,3,313,Regular
17296.0,29,1,338.13,2,1,2,212,At Risk
17314.0,35,1,154.2,1,1,1,111,At Risk
17318.0,24,1,164.28,3,1,1,311,Regular
17322.0,35,1,114.55,1,1,1,111,At Risk
17324.0,19,1,101.03999999999999,4,1,1,411,Regular
17329.0,29,3,481.32,2,2,3,223,At Risk
17343.0,34,1,197.3,1,1,1,111,At Risk
17344.0,27,1,307.54,3,1,2,312,Regular
17345.0,36,1,329.90999999999997,1,1,2,112,At Risk
17351.0,27,1,133.75,3,1,1,311,Regular
17362.0,1,1,151.1,4,1,1,411,Regular
17364.0,1,3,1619.3400000000001,4,2,4,424,Regular
17368.0,22,1,205.32,3,1,1,311,Regular
17371.0,30,2,154.29,2,1,1,211,At Risk
17372.0,18,3,492.4,4,2,3,423,Regular
17377.0,16,6,2109.17,4,2,4,424,Regular
17388.0,28,1,228.96,2,1,2,212,At Risk
17389.0,34,1,908.0400000000001,1,1,4,114,At Risk
17400.0,20,1,799.3,4,1,4,414,Regular
17402.0,21,2,129.7,4,1,1,411,Regular
17406.0,32,1,406.70000000000005,2,1,3,213,At Risk
17409.0,27,1,899.64,3,1,4,314,Regular
17411.0,35,1,344.40000000000003,1,1,2,112,At Risk
17412.0,18,3,1126.27,4,2,4,424,Regular
17414.0,34,1,239.68,1,1,2,112,At Risk
17416.0,23,1,659.4,3,1,3,313,Regular
17421.0,33,1,130.8,1,1,1,111,At Risk
17428.0,21,4,3204.62,4,2,4,424,Regular
17432.0,34,1,174.85,1,1,1,111,At Risk
17436.0,31,1,76.5,2,1,1,211,At Risk
17441.0,31,1,293.35,2,1,2,212,At Risk
17449.0,29,1,298.68,2,1,2,212,At Risk
17457.0,31,1,355.38,2,1,3,213,At Risk
17465.0,35,2,408.37,1,1,3,113,At Risk
17469.0,21,1,338.31,4,1,2,412,Regular
17476.0,36,1,260.36,1,1,2,112,At Risk
17487.0,26,1,160.55,3,1,1,311,Regular
17508.0,31,1,610.95,2,1,3,213,At Risk
17511.0,24,2,8367.81,3,1,4,314,Regular
17512.0,27,1,864.8900000000001,3,1,4,314,Regular
17519.0,37,1,308.44,1,1,2,112,At Risk
17526.0,20,1,729.12,4,1,4,414,Regular
17530.0,31,1,263.68,2,1,2,212,At Risk
17539.0,25,1,361.55,3,1,3,313,Regular
17557.0,31,1,34.0,2,1,1,211,At Risk
17561.0,32,1,192.26999999999998,2,1,1,211,At Risk
17572.0,23,1,62.31,3,1,1,311,Regular
17576.0,20,2,555.75,4,1,3,413,Regular
17581.0,35,4,402.2,1,2,3,123,At Risk
17592.0,37,1,148.3,1,1,1,111,At Risk
17593.0,25,3,1887.44,3,2,4,324,Regular
17596.0,23,1,477.36,3,1,3,313,Regular
17603.0,28,1,289.85,2,1,2,212,At Risk
17606.0,36,1,87.30000000000001,1,1,1,111,At Risk
17610.0,27,2,813.5600000000001,3,1,4,314,Regular
17611.0,37,1,507.49,1,1,3,113,At Risk
17612.0,21,1,233.4,4,1,2,412,Regular
17623.0,24,1,197.05,3,1,1,311,Regular
17624.0,18,1,316.83,4,1,2,412,Regular
17625.0,23,1,675.12,3,1,3,313,Regular
17631.0,20,2,180.85000000000002,4,1,1,411,Regular
17638.0,20,1,608.4,4,1,3,413,Regular
17642.0,32,1,281.02,2,1,2,212,At Risk
17646.0,22,1,435.5,3,1,3,313,Regular
17660.0,35,1,163.47,1,1,1,111,At Risk
17662.0,21,1,353.0,4,1,3,413,Regular
17675.0,1,4,1665.3700000000001,4,2,4,424,Regular
17677.0,22,4,1030.65,3,2,4,324,Regular
17679.0,34,2,465.0,1,1,3,113,At Risk
17696.0,17,2,636.92,4,1,3,413,Regular
17700.0,37,1,696.73,1,1,4,114,At Risk
17707.0,31,1,51.0,2,1,1,211,At Risk
17716.0,35,1,520.2,1,1,3,113,At Risk
17739.0,21,2,811.96,4,1,4,414,Regular
17742.0,37,1,218.54999999999998,1,1,2,112,At Risk
17753.0,1,1,30.45,4,1,1,411,Regular
17754.0,1,2,727.92,4,1,4,414,Regular
17764.0,35,1,194.65,1,1,1,111,At Risk
17768.0,36,1,408.07,1,1,3,113,At Risk
17776.0,21,1,215.75,4,1,2,412,Regular
17797.0,23,1,208.68,3,1,2,312,Regular
17799.0,24,1,348.61,3,1,3,313,Regular
17802.0,25,2,522.95,3,1,3,313,Regular
17804.0,37,1,124.95,1,1,1,111,At Risk
17807.0,3,1,189.68,4,1,1,411,Regular
17809.0,23,2,761.7,3,1,4,314,Regular
17816.0,22,1,24.630000000000003,3,1,1,311,Regular
17818.0,36,1,130.18,1,1,1,111,At Risk
17819.0,14,2,1157.1,4,1,4,414,Regular
17825.0,24,3,467.46,3,2,3,323,Regular
17833.0,22,1,342.36,3,1,2,312,Regular
17841.0,2,9,3256.67,4,2,4,424,Regular
17848.0,32,1,175.20000000000002,2,1,1,211,At Risk
17850.0,31,15,7411.14,2,2,4,224,At Risk
17851.0,18,3,1139.1200000000001,4,2,4,424,Regular
17852.0,23,2,380.36,3,1,3,313,Regular
17853.0,34,1,584.35,1,1,3,113,At Risk
17854.0,30,1,135.94,2,1,1,211,At Risk
17858.0,18,2,1136.3700000000001,4,1,4,414,Regular
17860.0,26,2,256.69,3,1,2,312,Regular
17861.0,2,2,793.36,4,1,4,414,Regular
17865.0,18,6,2955.91,4,2,4,424,Regular
17866.0,23,1,149.5,3,1,1,311,Regular
17867.0,14,2,110.55000000000001,4,1,1,411,Regular
17873.0,21,2,592.76,4,1,3,413,Regular
17880.0,28,1,171.6,2,1,1,211,At Risk
17884.0,28,4,454.12,2,2,3,223,At Risk
17888.0,16,1,66.2,4,1,1,411,Regular
17908.0,24,1,400.91,3,1,3,313,Regular
17909.0,36,1,132.55,1,1,1,111,At Risk
17910.0,24,1,261.7,3,1,2,312,Regular
17913.0,20,3,629.04,4,2,3,423,Regular
17916.0,32,1,25.46,2,1,1,211,At Risk
17920.0,18,4,1959.6,4,2,4,424,Regular
17927.0,20,1,294.0,4,1,2,412,Regular
17929.0,29,1,392.40000000000003,2,1,3,213,At Risk
17935.0,34,1,106.25,1,1,1,111,At Risk
17940.0,35,1,4380.0,1,1,4,114,At Risk
17949.0,2,12,6301.5599999999995,4,2,4,424,Regular
17950.0,2,1,133.2,4,1,1,411,Regular
17954.0,22,3,670.42,3,2,3,323,Regular
17958.0,26,1,465.42,3,1,3,313,Regular
17961.0,15,12,743.33,4,2,4,424,Regular
17965.0,1,2,1026.83,4,1,4,414,Regular
17969.0,2,5,575.03,4,2,3,423,Regular
17978.0,30,1,123.1,2,1,1,211,At Risk
17984.0,37,1,229.46,1,1,2,112,At Risk
17988.0,21,3,190.32,4,2,1,421,Regular
17990.0,30,1,332.70000000000005,2,1,2,212,At Risk
17998.0,36,2,319.19,1,1,2,112,At Risk
18001.0,35,1,176.6,1,1,1,111,At Risk
18002.0,30,1,44.32,2,1,1,211,At Risk
18006.0,21,1,71.4,4,1,1,411,Regular
18008.0,1,1,57.599999999999994,4,1,1,411,Regular
18012.0,22,1,115.3,3,1,1,311,Regular
18036.0,20,1,70.80000000000001,4,1,1,411,Regular
18037.0,20,3,27.65,4,2,1,421,Regular
18051.0,2,3,1010.56,4,2,4,424,Regular
18061.0,21,2,567.36,4,1,3,413,Regular
18065.0,28,2,306.9,2,1,2,212,At Risk
18071.0,20,2,407.55,4,1,3,413,Regular
18077.0,18,3,534.7,4,2,3,423,Regular
18087.0,24,4,989.74,3,2,4,324,Regular
18092.0,15,3,2276.2200000000003,4,2,4,424,Regular
18097.0,21,1,171.26,4,1,1,411,Regular
18102.0,2,11,44165.74,4,2,4,424,Regular
18108.0,36,1,493.25,1,1,3,113,At Risk
18144.0,21,1,597.5,4,1,3,413,Regular
18145.0,2,2,673.74,4,1,3,413,Regular
18162.0,31,1,379.16,2,1,3,213,At Risk
18168.0,22,2,598.01,3,1,3,313,Regular
18171.0,2,1,302.2,4,1,2,412,Regular
18172.0,27,1,233.10000000000002,3,1,2,312,Regular
18177.0,22,1,334.5,3,1,2,312,Regular
18181.0,33,1,298.99,1,1,2,112,At Risk
18186.0,21,1,329.58,4,1,2,412,Regular
18190.0,16,1,192.42000000000002,4,1,1,411,Regular
18201.0,21,1,447.53000000000003,4,1,3,413,Regular
18203.0,30,1,109.08,2,1,1,211,At Risk
18219.0,31,1,151.72,2,1,1,211,At Risk
18220.0,23,1,253.64000000000001,3,1,2,312,Regular
18223.0,20,2,1507.76,4,1,4,414,Regular
18225.0,33,1,59.5,1,1,1,111,At Risk
18229.0,35,1,381.0,1,1,3,113,At Risk
18251.0,16,1,3284.88,4,1,4,414,Regular
18252.0,15,2,489.96999999999997,4,1,3,413,Regular
18259.0,30,1,356.40000000000003,2,1,3,213,At Risk
18260.0,23,1,308.38,3,1,2,312,Regular
18268.0,27,1,375.18,3,1,3,313,Regular
18271.0,30,1,192.54999999999998,2,1,1,211,At Risk
18275.0,29,1,372.64,2,1,3,213,At Risk
18276.0,27,1,218.05,3,1,2,312,Regular
18286.0,22,1,462.95,3,1,3,313,Regular
